Raw name,Mapped name,Normalized name,Language
autohaus lutz gmbh,,autohaus lutz gmbh,de
autohaus m stiglmayr gmbh,,autohaus m stiglmayr gmbh,lt
autohaus mãller gmbh  co kg,,autohaus mãller gmbh  co kg,pt
autohaus medele gmbh,,autohaus medele gmbh,et
autohaus mueller gmbh  co kg,,autohaus mueller gmbh  co kg,fr
autohaus nagel gmbh  co kg,,autohaus nagel gmbh  co kg,pt
autohaus oskar bleicher ek,,autohaus oskar bleicher ek,de
autohaus piahowiak gmbh  co kg,,autohaus piahowiak gmbh  co kg,pl
autohaus plaschka kg,,autohaus plaschka kg,et
autohaus prueller kg,,autohaus prueller kg,de
autohaus ralf major,,autohaus ralf major,lt
autohaus range gmbh,,autohaus range gmbh,de
autohaus reisacher gmbh,,autohaus reisacher gmbh,de
autohaus reitmeier gmbh  co kg,,autohaus reitmeier gmbh  co kg,de
autohaus rhein bodensee,,autohaus rhein bodensee,de
autohaus riess gmbh,,autohaus riess gmbh,de
autohaus riess gmbh  co kg,,autohaus riess gmbh  co kg,en
autohaus rogg gmbh,,autohaus rogg gmbh,de
autohaus rudolf angerer,,autohaus rudolf angerer,de
autohaus schãfer gmbh,,autohaus schãfer gmbh,de
autohaus schaefer gmbh,,autohaus schaefer gmbh,de
autohaus schlotter gmbh,,autohaus schlotter gmbh,de
autohaus schurr gmbh,,autohaus schurr gmbh,de
autohaus seitz gmbh,,autohaus seitz gmbh,de
autohaus steinhauser gmbh,,autohaus steinhauser gmbh,de
autohaus stiglmayr gmbh,,autohaus stiglmayr gmbh,de
autohaus stotzem,,autohaus stotzem,de
autohaus tallarek gmbh  co kg,,autohaus tallarek gmbh  co kg,it
autohaus unterberger gmbh,,autohaus unterberger gmbh,de
autohaus utbremen schmidtkoch gmbh,,autohaus utbremen schmidtkoch gmbh,de
autohaus verfuerth,,autohaus verfuerth,de
autohaus voelcker  peters gmbh,,autohaus voelcker  peters gmbh,de
autohaus von der weppen gmbh,,autohaus von der weppen gmbh,de
autohaus waldow gmbh,,autohaus waldow gmbh,de
autohaus weeber gmbh,,autohaus weeber gmbh,de
autohaus weicker gmbh,,autohaus weicker gmbh,de
autohaus weingaertner miesbach,,autohaus weingaertner miesbach,de
autohaus werner gmbh,,autohaus werner gmbh,de
autohaus widmannwinterholler gmbh,,autohaus widmannwinterholler gmbh,de
autohaus wildi,,autohaus wildi,de
autohaus wildi ohg,,autohaus wildi ohg,de
autohaus wilhelm mueller gmbh  co,,autohaus wilhelm mueller gmbh  co,de
autohaus wolfgang mock,,autohaus wolfgang mock,tl
autohaus zahrte gmbh,,autohaus zahrte gmbh,de
autohaus zanker gmbh  cokg,,autohaus zanker gmbh  cokg,de
autolift gmbh,,autolift gmbh,de
automag gmbh,,automag gmbh,tl
automatec,,automatec,ro
automated packaging systems,,automated packaging systems,en
automated packaging systems ltd,,automated packaging systems ltd,en
automated precision europe,,automated precision europe,fr
automated precision europe gmbh,,automated precision europe gmbh,fr
automaten seitz,,automaten seitz,de
automatic industrial machines,,automatic industrial machines,ro
automatic software gmbh,,automatic software gmbh,en
automatica,,automatica,it
automation dr nix gmbh  co kg,,automation dr nix gmbh  co kg,fr
automation steeg und hoffmeyer gmbh,,automation steeg und hoffmeyer gmbh,en
automation systems group,,automation systems group,fr
automation und messtechnik gmbh,,automation und messtechnik gmbh,de
automation wr gmbh,,automation wr gmbh,en
automatisation et controle du,,automatisation et controle du,fr
automatismes centrales hydrauliques,,automatismes centrales hydrauliques,fr
automatizacin de sistemas,,automatizacin de sistemas,ro
automatizacion de maquinaria,,automatizacion de maquinaria,es
automic formerly orsyp,,automic formerly orsyp,en
automic software,,automic software,en
automic software sas,,automic software sas,en
automobile club de l ouest,,automobile club de l ouest,fr
automobile club de louest,,automobile club de louest,fr
automobiles citroen,,automobiles citroen,fr
automobiles peugeot,,automobiles peugeot,fr
automotive center sãdwestfalen,,automotive center sãdwestfalen,pt
automotive center suedwestfalen,,automotive center suedwestfalen,fr
autonomy group limited,,autonomy group limited,fr
autopflege  reifen tamms,,autopflege  reifen tamms,de
autoprima sa,,autoprima sa,lt
autoprima sa,,autoprima sa,lt
autoreinigungsservice,,autoreinigungsservice,de
autoridad portuaria de sevilla,,autoridad portuaria de sevilla,es
autoridade de aviacao civil macau,,autoridade de aviacao civil macau,pt
autoritum,,autoritum,ro
autoroutes du sud de la france,,autoroutes du sud de la france,fr
autos el mundo sa,,autos el mundo sa,es
autos el mundo sa,,autos el mundo sa,es
autos el mundo sa,,autos el mundo sa,es
autosattlerei augsburg gmbh,,autosattlerei augsburg gmbh,de
autosattlereipolstereisticke,,autosattlereipolstereisticke,de
autoscan limited,,autoscan limited,ro
autoscan ltd,,autoscan ltd,it
autosound  security services,,autosound  security services,en
autotecno industrial trading center,,autotecno industrial trading center,it
autoteile streb gmbh,,autoteile streb gmbh,ro
autoteilereese gmbh,,autoteilereese gmbh,nl
autotransporte turistico andal,,autotransporte turistico andal,it
autotransporte turistico andalucia,,autotransporte turistico andalucia,es
autotrol corporation,,autotrol corporation,it
autoverleih hartmann,,autoverleih hartmann,de
autovermietung plaschka,,autovermietung plaschka,de
autovision zeitarbeit,,autovision zeitarbeit,de
autozentrum auge gmbh,,autozentrum auge gmbh,de
autrement dit,,autrement dit,fr
autz  herrmann,,autz  herrmann,de
auvesy gmbh,,auvesy gmbh,fr
auvico  vse,,auvico  vse,sl
auvsi,,auvsi,lt
auximat limited,,auximat limited,ro
auximat ltd,,auximat ltd,fr
auxitec industrie,,auxitec industrie,ro
auxitrol sa,,auxitrol sa,fr
av bersetzungs und dolmetschservice,,av bersetzungs und dolmetschservice,de
av2 group,,av2 group,fr
ava,,ava,sv
ava france,,ava france,it
avaless ug,,avaless ug,et
avant  aval,,avant  aval,sv
avantage aquitaine,,avantage aquitaine,fr
avantax,,avantax,fi
avantek soliciones plm sl,,avantek soliciones plm sl,sv
avantek soluciones plm sl,,avantek soluciones plm sl,ca
avantel,,avantel,fi
avantgarde experts gmbh,,avantgarde experts gmbh,ca
avantgarde sales  marketing,,avantgarde sales  marketing,sv
avanti business machines limited,,avanti business machines limited,en
avanti liftsysteme,,avanti liftsysteme,no
avantiliftsysteme,,avantiliftsysteme,no
avantis,,avantis,fi
avantis concept,,avantis concept,fr
avantis technology,,avantis technology,en
avanttic consultoria tecnologi,,avanttic consultoria tecnologi,it
avanzo,,avanzo,it
avanzo learning progress,,avanzo learning progress,it
avanzo learning progress sa,,avanzo learning progress sa,it
avanzo learning progress sa,,avanzo learning progress sa,it
avasant,,avasant,fi
avasant llc,,avasant llc,ca
avascent,,avascent,it
avascent group,,avascent group,fr
avb akku vertrieb bremen,,avb akku vertrieb bremen,no
avbase systems inc,,avbase systems inc,en
avbase systems inc,,avbase systems inc,en
avc digital limited,,avc digital limited,it
avcom gmbh,,avcom gmbh,pt
avcon group australia pty,,avcon group australia pty,en
avcon group australia pty ltd,,avcon group australia pty ltd,fr
avdef,,avdef,da
avdel deutschland gmbh,,avdel deutschland gmbh,de
avdel france sas,,avdel france sas,it
avdel verbindungselemente gmbh,,avdel verbindungselemente gmbh,no
avencar link sl,,avencar link sl,sv
avencis,,avencis,fr
avencod,,avencod,fr
avencore,,avencore,it
avencore gmbh,,avencore gmbh,fr
avenir apei etp les courlis,,avenir apei etp les courlis,fr
avenir deconstruction,,avenir deconstruction,fr
avenir formation,,avenir formation,en
avenir transports,,avenir transports,no
avenium consulting,,avenium consulting,ro
avenso gmbh,,avenso gmbh,sl
aventics gmbh,,aventics gmbh,ca
aventon gmbh,,aventon gmbh,sv
aventri,,aventri,no
aventri inc,,aventri inc,it
aventri inc,,aventri inc,it
aventri inc,,aventri inc,it
aventurin coaching,,aventurin coaching,en
aveo engineering group sro,,aveo engineering group sro,af
avepoint,,avepoint,fr
averna hardware systems inc,,averna hardware systems inc,en
avery dennison deutschland gmbh,,avery dennison deutschland gmbh,de
avery weigh tronix,,avery weigh tronix,en
avery weightronix,,avery weightronix,en
averys,,averys,no
avetta llc,,avetta llc,it
avez csmo,,avez csmo,hu
avf,,avf,sv
avg abfallverwertungsgesellschaft,,avg abfallverwertungsgesellschaft,de
avg auto vertrieb gmbh,,avg auto vertrieb gmbh,de
avgp sas,,avgp sas,tl
avia  gesellschaft der,,avia  gesellschaft der,de
avia partner nantes atlantique,,avia partner nantes atlantique,fr
aviabelt bremen ev,,aviabelt bremen ev,no
aviaciondigital slu,,aviaciondigital slu,it
aviacomp sas,,aviacomp sas,ro
aviall,,aviall,it
avian media,,avian media,it
avian media india,,avian media india,it
avian media pvt ltd,,avian media pvt ltd,it
avianca,,avianca,it
aviapartner,,aviapartner,no
aviapartner sevilla sa,,aviapartner sevilla sa,sv
aviasalon company ltd,,aviasalon company ltd,ca
aviaspace bremen ev,,aviaspace bremen ev,es
aviat networks,,aviat networks,en
aviat networks france,,aviat networks france,en
aviatec,,aviatec,ro
aviatec global aviation,,aviatec global aviation,it
aviatic verlag gmbh,,aviatic verlag gmbh,sv
aviator robotics ab,,aviator robotics ab,sk
aviatube sas,,aviatube sas,et
avibank mfg inc,,avibank mfg inc,sv
avic chengfei commercial,,avic chengfei commercial,it
avic composite corporation ltd,,avic composite corporation ltd,it
avic composite corporationbeijing,,avic composite corporationbeijing,it
avic haas chemical tianjin coltd,,avic haas chemical tianjin coltd,en
avic international holding corp,,avic international holding corp,en
avidex industries llc,,avidex industries llc,ca
avie einhornapotheke,,avie einhornapotheke,nl
avielec,,avielec,ro
aviem international inc,,aviem international inc,it
avienco,,avienco,fr
avienco  consulting,,avienco  consulting,it
avienco consulting  engineering,,avienco consulting  engineering,en
avienco consultingengineering services gmbh,,avienco consultingengineering services gmbh,en
avination inc,,avination inc,it
avinco ltd,,avinco ltd,it
avintia proyectos y construcciones,,avintia proyectos y construcciones,es
avio diepen,,avio diepen,it
aviohelitronics,,aviohelitronics,en
avionic design service gmbh,,avionic design service gmbh,it
avionic instruments inc,,avionic instruments inc,en
avionic service srlgmbh,,avionic service srlgmbh,en
avionics  electronics,,avionics  electronics,ca
avionics instruments inc,,avionics instruments inc,en
avionik plus gmbh,,avionik plus gmbh,et
avionik straubing entwicklungs gmbh,,avionik straubing entwicklungs gmbh,sv
avionik straubing vertriebs,,avionik straubing vertriebs,no
avioparts sl,,avioparts sl,lv
avioparts sl,,avioparts sl,lv
aviotech gmbh,,aviotech gmbh,sv
aviron toulousain,,aviron toulousain,fi
avis,,avis,lt
avis budget deutschland gmbhcokg,,avis budget deutschland gmbhcokg,de
avis budget rent a car ltd,,avis budget rent a car ltd,ca
avis location de voitures,,avis location de voitures,fr
avis rental car systems inc,,avis rental car systems inc,en
avis tcl,,avis tcl,en
avista,,avista,fi
avistadrone,,avistadrone,sv
avistadrone sl,,avistadrone sl,sv
avisto telecom,,avisto telecom,it
avitas,,avitas,lt
avitecture inc,,avitecture inc,ro
aviva health uk ltd,,aviva health uk ltd,et
aviva healthcare uk ltd,,aviva healthcare uk ltd,en
aviva life  pensions uk ltd,,aviva life  pensions uk ltd,ca
avizo bretagne demenagements,,avizo bretagne demenagements,fr
avk industrievereinigung,,avk industrievereinigung,de
avk tv,,avk tv,sv
avktv gmbh,,avktv gmbh,sv
avl list gmbh,,avl list gmbh,et
avl schrick gmbh,,avl schrick gmbh,de
avm logiciels,,avm logiciels,ca
avm schmelter gmbh  cokg,,avm schmelter gmbh  cokg,de
avmevent gmbh,,avmevent gmbh,no
avnet,,avnet,no
avnet abacus,,avnet abacus,no
avnet emg gmbh,,avnet emg gmbh,no
avnet europe commva,,avnet europe commva,fr
avnet silica,,avnet silica,no
avnir engineering,,avnir engineering,no
avocat ludovic de villele,,avocat ludovic de villele,ro
avocat patrice grieumard,,avocat patrice grieumard,ro
avocats f fabiani m lucthale,,avocats f fabiani m lucthale,ca
avocats f fabiani m lucthale,,avocats f fabiani m lucthale,ca
avocent deutschland gmbh,,avocent deutschland gmbh,de
avoira limited,,avoira limited,fi
avoira ltd,,avoira ltd,fi
avolution uk ltd,,avolution uk ltd,fi
avolution uk ltd,,avolution uk ltd,fi
avolution uk ltd,,avolution uk ltd,fi
avon displays,,avon displays,fr
avon displays ltd,,avon displays ltd,fr
avon dynamic calibration ltd,,avon dynamic calibration ltd,it
avon gorge hotel,,avon gorge hotel,no
avon occupational safety and health,,avon occupational safety and health,en
avon services,,avon services,it
avon valley precision engineering,,avon valley precision engineering,nl
avondynamic calibration,,avondynamic calibration,it
avono aktiengesellschaft,,avono aktiengesellschaft,de
avoptics,,avoptics,ca
avoptics ltd,,avoptics ltd,ca
avox systems inc,,avox systems inc,en
avrul,,avrul,ro
avs ahlheim,,avs ahlheim,de
avs roemer gmbh,,avs roemer gmbh,sv
avt europe nv,,avt europe nv,fr
avtek solutions ltd,,avtek solutions ltd,sv
avtrade limited,,avtrade limited,ro
avtrade ltd,,avtrade ltd,sv
avure technologies ab,,avure technologies ab,fr
avus services gmbh,,avus services gmbh,fr
avv arbeitsbãhnenvertriebs und vermietungs gmbh,,avv arbeitsbãhnenvertriebs und vermietungs gmbh,de
avv arbeitsbuehnenvertrieb,,avv arbeitsbuehnenvertrieb,de
avv arbeitsbuehnenvertriebs und vermietungs gmbh,,avv arbeitsbuehnenvertriebs und vermietungs gmbh,de
avvisio,,avvisio,lt
avx,,avx,sv
avx electronics technology ltd,,avx electronics technology ltd,en
aw  f technical concepts gmbh,,aw  f technical concepts gmbh,en
aw niemeyer gmbh,,aw niemeyer gmbh,pl
awa aussenwirtschaftsakademie,,awa aussenwirtschaftsakademie,de
awa aussenwirtschaftsakademie gmbh,,awa aussenwirtschaftsakademie gmbh,de
awb steuerberatungsgesellschaft,,awb steuerberatungsgesellschaft,de
awerner gmbh,,awerner gmbh,de
awg  abfallwirtschaftsgesellschaft,,awg  abfallwirtschaftsgesellschaft,de
awg abfallwirtschaftsgesellschaft,,awg abfallwirtschaftsgesellschaft,de
awg fittings gmbh,,awg fittings gmbh,tl
awg gmbh,,awg gmbh,cy
awi eberlein gmbh,,awi eberlein gmbh,de
awi maschinenbau,,awi maschinenbau,de
awi montagen gmbh,,awi montagen gmbh,tl
awi willi eberlein gmbh,,awi willi eberlein gmbh,de
awo arbeiterwohlfahrt,,awo arbeiterwohlfahrt,de
awo service gmbh,,awo service gmbh,en
awr lloyd consulting ltd,,awr lloyd consulting ltd,cy
awraplac oy,,awraplac oy,cy
aws,,aws,cy
aws  agency walker services,,aws  agency walker services,en
aws flurfãrdertechnik,,aws flurfãrdertechnik,de
aws flurfoerdertechnik,,aws flurfoerdertechnik,de
aws gastronomie gmbh,,aws gastronomie gmbh,pl
awv arbeitgeber und wirtschaftsverband,,awv arbeitgeber und wirtschaftsverband,de
awv arbeitgeber und wirtschaftsverband,,awv arbeitgeber und wirtschaftsverband,de
ax,,ax,so
axa,,axa,so
axa general insurance,,axa general insurance,ca
axa icas ltd,,axa icas ltd,so
axa matrix risk consultants,,axa matrix risk consultants,ca
axa tianping property  casualty,,axa tianping property  casualty,en
axaentwicklungs und maschinen gmbh,,axaentwicklungs und maschinen gmbh,de
axaly,,axaly,so
axata,,axata,so
axata consulting gmbh,,axata consulting gmbh,so
